"","X","league","cumPoints","Goals","Points","Standing","Shots","ShotsOnTarget","Corners","Fouls","DP","results","B365H","B365D","B365A"
"2416",2416,"SPD",0.835051546391753,0.461538461538462,1,0.0625,0.758333333333333,0.644067796610169,0.470588235294118,0.546099290780142,0.575757575757576,"D",1.9,3.6,3.8
"2417",2417,"SPD",0.65979381443299,0.346153846153846,0.266666666666667,0.157894736842105,0.591666666666667,0.457627118644068,0.490196078431373,0.588652482269504,0.696969696969697,"A",5.5,4,1.57
"2419",2419,"SPD",0.474226804123711,0.192307692307692,0.333333333333333,0.928571428571429,0.491666666666667,0.355932203389831,0.549019607843137,0.624113475177305,0.5,"D",1.95,3.4,3.75
"2420",2420,"SPD",0.762886597938144,0.346153846153846,1,0.25,0.591666666666667,0.525423728813559,0.313725490196078,0.460992907801418,0.333333333333333,"A",2.37,3.3,2.9
"2422",2422,"SPD",0.268041237113402,0.192307692307692,0.266666666666667,20,0.541666666666667,0.322033898305085,0.725490196078431,0.581560283687943,0.424242424242424,"H",1.14,7.5,16
"2426",2426,"SPD",0.0927835051546392,0.153846153846154,0.4,0.529411764705882,0.5,0.305084745762712,0.294117647058824,0.794326241134752,0.53030303030303,"H",2.4,3.25,2.8
"2427",2427,"SPD",0.65979381443299,0.307692307692308,0.666666666666667,0.25,0.675,0.440677966101695,0.686274509803922,0.680851063829787,0.454545454545455,"H",2.6,3.1,2.8
"2428",2428,"SPD",0.123711340206186,0.346153846153846,0.533333333333333,2.5,0.475,0.457627118644068,0.411764705882353,0.794326241134752,0.575757575757576,"A",1.66,3.4,5.5
"2430",2430,"SPD",0.103092783505155,0.269230769230769,0.266666666666667,0.875,0.541666666666667,0.355932203389831,0.372549019607843,0.652482269503546,0.5,"H",2.4,3.25,2.8
"2431",2431,"SPD",0.0515463917525773,0.269230769230769,0.333333333333333,1.66666666666667,0.591666666666667,0.457627118644068,0.725490196078431,0.659574468085106,0.257575757575758,"H",1.57,3.6,6
