"","X","league","cumPoints","Goals","Points","Standing","Shots","ShotsOnTarget","Corners","Fouls","DP","results","B365H","B365D","B365A"
"855",855,"SPD",0.391752577319588,0.115384615384615,0.133333333333333,0.6,0.566666666666667,0.322033898305085,0.647058823529412,0.546099290780142,0.303030303030303,"H",2.5,3.3,2.75
"856",856,"SPD",0.577319587628866,0.307692307692308,0.6,0.571428571428571,0.658333333333333,0.576271186440678,0.509803921568628,0.531914893617021,0.363636363636364,"A",2,3.4,3.75
"857",857,"SPD",0.402061855670103,0.153846153846154,0.333333333333333,6,0.483333333333333,0.338983050847458,0.490196078431373,0.652482269503546,0.484848484848485,"H",1.13,8,19
"858",858,"SPD",0.298969072164948,0.269230769230769,0.4,1.33333333333333,0.658333333333333,0.406779661016949,0.686274509803922,0.73758865248227,0.787878787878788,"H",1.61,3.6,5.5
"859",859,"SPD",0.443298969072165,0.307692307692308,0.4,2,0.75,0.593220338983051,0.705882352941177,0.560283687943262,0.409090909090909,"H",1.36,5,8
"862",862,"SPD",0.391752577319588,0.0384615384615385,0.0666666666666667,2,0.283333333333333,0.169491525423729,0.470588235294118,0.659574468085106,0.742424242424242,"D",1.57,3.8,6
"863",863,"SPD",0.309278350515464,0.269230769230769,0.466666666666667,6.66666666666667,0.458333333333333,0.288135593220339,0.607843137254902,0.567375886524823,0.803030303030303,"H",1.25,5.75,11
"866",866,"SPD",0.917525773195876,0.346153846153846,0.8,0.5,1.01666666666667,0.966101694915254,0.666666666666667,0.695035460992908,0.454545454545455,"A",5.75,4.2,1.53
"875",875,"SPD",0.958762886597938,0.538461538461538,0.866666666666667,0.25,0.625,0.559322033898305,0.666666666666667,0.432624113475177,0.257575757575758,"A",6,4.33,1.5
"883",883,"SPD",0.484536082474227,0.0769230769230769,0.266666666666667,1.25,0.458333333333333,0.23728813559322,0.294117647058824,0.468085106382979,0.272727272727273,"H",1.8,3.6,4.33
"897",897,"SPD",0.216494845360825,0.230769230769231,0.533333333333333,1.2,0.408333333333333,0.271186440677966,0.254901960784314,0.73758865248227,0.696969696969697,"H",2.25,3.2,3.1
"900",900,"SPD",0.0412371134020619,0.153846153846154,0.266666666666667,0.8,0.441666666666667,0.338983050847458,0.392156862745098,0.638297872340426,0.484848484848485,"D",2.05,3.3,3.6
"901",901,"SPD",0.0618556701030928,0.423076923076923,0.4,0.923076923076923,0.525,0.440677966101695,0.372549019607843,0.51063829787234,0.454545454545455,"D",2.2,3.25,3.25
"907",907,"SPD",0.175257731958763,0.153846153846154,0.133333333333333,3.6,0.35,0.322033898305085,0.450980392156863,0.638297872340426,0.378787878787879,"D",1.44,4,7.5
"911",911,"SPD",0.144329896907216,0.461538461538462,0.866666666666667,0.181818181818182,0.908333333333333,0.644067796610169,0.588235294117647,0.482269503546099,0.318181818181818,"A",8,4.5,1.4
"912",912,"SPD",0.0309278350515464,0.192307692307692,0.133333333333333,2,0.725,0.440677966101695,0.509803921568628,0.631205673758865,0.53030303030303,"H",1.8,3.5,4.5
"917",917,"SPD",0.11340206185567,0.230769230769231,0.533333333333333,0.294117647058824,0.766666666666667,0.593220338983051,0.627450980392157,0.531914893617021,0.424242424242424,"H",3.4,3.4,2.1
"918",918,"SPD",0.309278350515464,0.0769230769230769,0.266666666666667,0.411764705882353,0.341666666666667,0.220338983050847,0.313725490196078,0.687943262411348,0.439393939393939,"A",2.5,3.2,2.75
"925",925,"SPD",0.0824742268041237,0.230769230769231,0.333333333333333,1.44444444444444,0.458333333333333,0.305084745762712,0.607843137254902,0.602836879432624,0.606060606060606,"H",1.73,3.5,5
"927",927,"SPD",0.103092783505155,0.346153846153846,0.466666666666667,1.14285714285714,0.575,0.440677966101695,0.509803921568628,0.531914893617021,0.378787878787879,"H",1.7,3.6,5
"928",928,"SPD",0.134020618556701,0.230769230769231,0.466666666666667,1.25,0.375,0.288135593220339,0.470588235294118,0.645390070921986,0.727272727272727,"H",2.3,3.25,3.1
"937",937,"SPD",0.103092783505155,0.230769230769231,0.4,0.588235294117647,0.483333333333333,0.355932203389831,0.549019607843137,0.49645390070922,0.272727272727273,"A",2.1,3.25,3.6
"939",939,"SPD",0.195876288659794,0.384615384615385,0.866666666666667,0.2,0.725,0.677966101694915,0.372549019607843,0.539007092198582,0.484848484848485,"D",3.5,3.3,2.1
"946",946,"SPD",0.0721649484536082,0.153846153846154,0.266666666666667,1.05882352941176,0.541666666666667,0.440677966101695,0.529411764705882,0.531914893617021,0.378787878787879,"A",2.3,3.2,3.2
"949",949,"SPD",0.134020618556701,0.384615384615385,0.4,3,0.641666666666667,0.491525423728814,0.470588235294118,0.51063829787234,0.46969696969697,"H",1.8,3.6,4.33
"953",953,"SPD",0.0927835051546392,0.153846153846154,0.266666666666667,1.55555555555556,0.558333333333333,0.423728813559322,0.549019607843137,0.460992907801418,0.363636363636364,"H",1.67,3.75,5
"959",959,"SPD",0.185567010309278,0.153846153846154,0.6,0.285714285714286,0.6,0.491525423728814,0.490196078431373,0.602836879432624,0.590909090909091,"D",2.38,3,3.2
"961",961,"SPD",0.134020618556701,0.269230769230769,0.4,1.83333333333333,0.6,0.474576271186441,0.470588235294118,0.482269503546099,0.590909090909091,"H",1.62,3.75,5.5
"970",970,"SPD",0.103092783505155,0.153846153846154,0.333333333333333,1.30769230769231,0.5,0.355932203389831,0.470588235294118,0.595744680851064,0.681818181818182,"H",1.83,3.4,4.5
"973",973,"SPD",0.34020618556701,0.307692307692308,0.466666666666667,0.363636363636364,0.633333333333333,0.372881355932203,0.568627450980392,0.780141843971631,0.454545454545455,"H",2.2,3.25,2.8
"985",985,"SPD",0.329896907216495,0.653846153846154,1,0.5,0.758333333333333,0.745762711864407,0.509803921568628,0.390070921985816,0.333333333333333,"H",2.1,3.3,3.5
"986",986,"SPD",0.206185567010309,0.384615384615385,0.466666666666667,0.4,0.966666666666667,0.661016949152542,0.882352941176471,0.524822695035461,0.333333333333333,"H",4.2,3.5,1.83
"987",987,"SPD",0.350515463917526,0.923076923076923,1,0.0909090909090909,0.666666666666667,0.694915254237288,0.509803921568628,0.446808510638298,0.378787878787879,"A",15,6,1.2
"992",992,"SPD",0.144329896907216,0.230769230769231,0.466666666666667,0.823529411764706,0.55,0.406779661016949,0.470588235294118,0.602836879432624,0.5,"H",2,3.4,3.75
"993",993,"SPD",0.195876288659794,0.269230769230769,0.6,0.9,0.575,0.440677966101695,0.588235294117647,0.609929078014184,0.590909090909091,"H",2.3,3.3,3.1
"997",997,"SPD",0.175257731958763,0.230769230769231,0.666666666666667,1.71428571428571,0.358333333333333,0.288135593220339,0.313725490196078,0.475177304964539,0.272727272727273,"H",1.44,4.2,7
"1008",1008,"SPD",0.412371134020619,0.923076923076923,1,0.25,0.708333333333333,0.694915254237288,0.549019607843137,0.404255319148936,0.272727272727273,"A",12,5.5,1.25
"1012",1012,"SPD",0.216494845360825,0.153846153846154,0.466666666666667,2.66666666666667,0.608333333333333,0.423728813559322,0.470588235294118,0.397163120567376,0.212121212121212,"H",1.53,3.8,6.5
"1022",1022,"SPD",0.134020618556701,0.192307692307692,0.2,0.947368421052632,0.541666666666667,0.389830508474576,0.588235294117647,0.546099290780142,0.303030303030303,"A",2.2,3.3,3.25
"1027",1027,"SPD",0.134020618556701,0.269230769230769,0.266666666666667,5.66666666666667,0.55,0.406779661016949,0.686274509803922,0.482269503546099,0.393939393939394,"H",1.44,4.33,7
"1031",1031,"SPD",0.257731958762887,0.230769230769231,0.6,0.5,0.691666666666667,0.474576271186441,0.666666666666667,0.617021276595745,0.515151515151515,"D",2.25,3.4,3.1
"1037",1037,"SPD",0.371134020618557,0.346153846153846,0.8,1.5,0.575,0.576271186440678,0.431372549019608,0.468085106382979,0.242424242424242,"H",1.29,5.5,10
"1051",1051,"SPD",0.278350515463918,0.307692307692308,0.4,1.33333333333333,0.633333333333333,0.474576271186441,0.549019607843137,0.453900709219858,0.272727272727273,"H",1.83,3.5,4.33
"1053",1053,"SPD",0.154639175257732,0.115384615384615,0.0666666666666667,1.7,0.366666666666667,0.169491525423729,0.431372549019608,0.546099290780142,0.484848484848485,"H",1.4,4.5,7.5
"1064",1064,"SPD",0.298969072164948,0.346153846153846,0.6,0.615384615384615,0.508333333333333,0.389830508474576,0.607843137254902,0.560283687943262,0.318181818181818,"D",3.5,3.3,2.1
"1069",1069,"SPD",0.329896907216495,0.346153846153846,0.666666666666667,0.857142857142857,0.533333333333333,0.457627118644068,0.627450980392157,0.638297872340426,0.545454545454545,"A",1.83,3.5,4.33
"1081",1081,"SPD",0.288659793814433,0.384615384615385,0.4,4.5,0.416666666666667,0.338983050847458,0.431372549019608,0.531914893617021,0.393939393939394,"H",1.17,6.5,19
"1096",1096,"SPD",0.247422680412371,0.192307692307692,0.6,6,0.416666666666667,0.322033898305085,0.352941176470588,0.567375886524823,0.621212121212121,"H",1.14,7.5,17
"1097",1097,"SPD",0.237113402061856,0.307692307692308,0.666666666666667,4.33333333333333,0.308333333333333,0.23728813559322,0.313725490196078,0.51063829787234,0.46969696969697,"D",1.44,4.33,7
"1101",1101,"SPD",0.257731958762887,0.230769230769231,0.333333333333333,2,0.4,0.322033898305085,0.333333333333333,0.581560283687943,0.651515151515151,"A",1.8,3.5,4.5
"1104",1104,"SPD",0.195876288659794,0.269230769230769,0.133333333333333,5,0.45,0.355932203389831,0.411764705882353,0.439716312056738,0.575757575757576,"D",1.5,4.1,6.5
"1109",1109,"SPD",0.618556701030928,0.307692307692308,0.8,0.166666666666667,0.941666666666667,0.644067796610169,0.980392156862745,0.319148936170213,0.439393939393939,"D",7.5,4.5,1.4
"1121",1121,"SPD",0.278350515463918,0.230769230769231,0.4,0.8125,0.491666666666667,0.355932203389831,0.470588235294118,0.539007092198582,0.424242424242424,"D",1.95,3.3,4
"1122",1122,"SPD",0.278350515463918,0.230769230769231,0.8,1.55555555555556,0.45,0.372881355932203,0.470588235294118,0.453900709219858,0.621212121212121,"D",1.91,3.4,4
"1130",1130,"SPD",0.278350515463918,0.153846153846154,0.333333333333333,15,0.608333333333333,0.305084745762712,0.431372549019608,0.581560283687943,0.545454545454545,"H",1.1,9,21
"1133",1133,"SPD",0.22680412371134,0.230769230769231,0.333333333333333,1.25,0.583333333333333,0.389830508474576,0.705882352941177,0.659574468085106,0.484848484848485,"A",2,3.4,3.75
"1137",1137,"SPD",0.34020618556701,0.269230769230769,0.4,0.611111111111111,0.508333333333333,0.440677966101695,0.627450980392157,0.49645390070922,0.560606060606061,"H",2.3,3.25,3.1
"1140",1140,"SPD",0.391752577319588,0.307692307692308,0.533333333333333,0.388888888888889,0.658333333333333,0.542372881355932,0.901960784313726,0.539007092198582,0.439393939393939,"D",3.25,3.4,2.15
"1144",1144,"SPD",0.350515463917526,0.153846153846154,0.4,0.769230769230769,0.45,0.338983050847458,0.568627450980392,0.553191489361702,0.303030303030303,"D",2.25,3.2,3.25
"1153",1153,"SPD",0.309278350515464,0.230769230769231,0.466666666666667,1.66666666666667,0.466666666666667,0.23728813559322,0.352941176470588,0.524822695035461,0.424242424242424,"H",1.95,3.4,3.8
"1156",1156,"SPD",0.329896907216495,0.192307692307692,0.533333333333333,0.857142857142857,0.408333333333333,0.271186440677966,0.372549019607843,0.50354609929078,0.484848484848485,"A",2.1,3.4,3.4
"1157",1157,"SPD",0.443298969072165,0.269230769230769,0.4,0.25,0.466666666666667,0.254237288135593,0.509803921568628,0.482269503546099,0.454545454545455,"H",2,3.4,3.75
"1163",1163,"SPD",0.329896907216495,0.153846153846154,0.533333333333333,7,0.458333333333333,0.305084745762712,0.294117647058824,0.581560283687943,0.636363636363636,"A",1.14,7.5,17
"1165",1165,"SPD",0.34020618556701,0.269230769230769,0.333333333333333,2.8,0.466666666666667,0.355932203389831,0.529411764705882,0.567375886524823,0.409090909090909,"A",1.91,3.4,4
"1168",1168,"SPD",0.402061855670103,0.346153846153846,0.4,0.727272727272727,0.675,0.610169491525424,0.92156862745098,0.539007092198582,0.363636363636364,"A",2.5,3.25,2.8
"1170",1170,"SPD",0.268041237113402,0.0384615384615385,0.0666666666666667,1.66666666666667,0.475,0.355932203389831,0.568627450980392,0.50354609929078,0.348484848484849,"A",1.83,3.5,4.33
"1180",1180,"SPD",0.360824742268041,0.384615384615385,0.666666666666667,0.857142857142857,0.616666666666667,0.457627118644068,0.568627450980392,0.609929078014184,0.696969696969697,"H",2,3.4,3.75
"1188",1188,"SPD",0.463917525773196,0.461538461538462,0.666666666666667,0.875,0.683333333333333,0.694915254237288,0.862745098039216,0.531914893617021,0.363636363636364,"D",2.7,3.25,2.6
"1192",1192,"SPD",0.391752577319588,0.230769230769231,0.866666666666667,0.733333333333333,0.433333333333333,0.322033898305085,0.235294117647059,0.482269503546099,0.560606060606061,"H",2.1,3.25,3.5
"1193",1193,"SPD",0.360824742268041,0.384615384615385,0.6,0.333333333333333,0.558333333333333,0.440677966101695,0.686274509803922,0.74468085106383,0.560606060606061,"A",2.75,3.2,2.5
"1194",1194,"SPD",0.34020618556701,0.269230769230769,0.4,4.25,0.366666666666667,0.338983050847458,0.254901960784314,0.631205673758865,0.409090909090909,"H",1.57,4,5.5
"1197",1197,"SPD",0.793814432989691,0.307692307692308,0.666666666666667,0.666666666666667,0.766666666666667,0.677966101694915,0.549019607843137,0.517730496453901,0.5,"A",2.38,3.5,2.8
"1200",1200,"SPD",0.381443298969072,0.269230769230769,0.266666666666667,1.4,0.516666666666667,0.389830508474576,0.588235294117647,0.48936170212766,0.393939393939394,"H",2,3.4,3.75
"1205",1205,"SPD",0.268041237113402,0.153846153846154,0.0666666666666667,1.11111111111111,0.458333333333333,0.322033898305085,0.509803921568628,0.460992907801418,0.272727272727273,"H",1.8,3.5,4.5
"1230",1230,"SPD",0.412371134020619,0.192307692307692,0.4,7.5,0.566666666666667,0.474576271186441,0.607843137254902,0.468085106382979,0.545454545454545,"H",1.2,6.5,13
"1234",1234,"SPD",0.443298969072165,0.153846153846154,0.333333333333333,0.526315789473684,0.508333333333333,0.525423728813559,0.509803921568628,0.49645390070922,0.303030303030303,"D",2.2,3.3,3.25
"1243",1243,"SPD",0.45360824742268,0.307692307692308,0.6,0.764705882352941,0.575,0.389830508474576,0.529411764705882,0.524822695035461,0.46969696969697,"H",1.8,3.6,4.33
"1250",1250,"SPD",0.56701030927835,0.423076923076923,0.6,0.875,0.575,0.491525423728814,0.470588235294118,0.439716312056738,0.5,"A",3,3.5,2.25
"1262",1262,"SPD",0.536082474226804,0.384615384615385,0.8,0.5,0.75,0.559322033898305,0.627450980392157,0.659574468085106,0.439393939393939,"H",2.9,3.2,2.37
"1273",1273,"SPD",0.103092783505155,0.615384615384615,0.666666666666667,0.6,0.941666666666667,0.711864406779661,0.705882352941177,0.475177304964539,0.454545454545455,"A",10,6,1.25
"1275",1275,"SPD",0.247422680412371,0.153846153846154,0.4,1.85714285714286,0.441666666666667,0.271186440677966,0.568627450980392,0.595744680851064,0.348484848484849,"H",1.72,3.3,5
"1276",1276,"SPD",0.11340206185567,0.846153846153846,0.733333333333333,0.1,0.641666666666667,0.745762711864407,0.686274509803922,0.439716312056738,0.212121212121212,"A",13,7.5,1.17
"1278",1278,"SPD",0.0618556701030928,0.269230769230769,0.4,0.8125,0.65,0.559322033898305,0.568627450980392,0.390070921985816,0.257575757575758,"D",2.25,3.5,3
"1279",1279,"SPD",0.0824742268041237,0.307692307692308,0.466666666666667,0.470588235294118,0.575,0.440677966101695,0.607843137254902,0.645390070921986,0.393939393939394,"D",3.5,3.3,2.1
"1282",1282,"SPD",0.134020618556701,0.346153846153846,0.866666666666667,1.5,0.575,0.491525423728814,0.588235294117647,0.432624113475177,0.181818181818182,"H",2.9,3.25,2.4
"1287",1287,"SPD",0.0721649484536082,0.192307692307692,0.4,0.625,0.608333333333333,0.474576271186441,0.529411764705882,0.553191489361702,0.454545454545455,"H",1.83,3.5,4.33
"1298",1298,"SPD",0.175257731958763,0.384615384615385,1,0.133333333333333,0.45,0.355932203389831,0.411764705882353,0.517730496453901,0.484848484848485,"A",1.91,3.3,4.2
"1299",1299,"SPD",0.185567010309278,0.423076923076923,0.733333333333333,0.0555555555555556,0.683333333333333,0.525423728813559,0.686274509803922,0.304964539007092,0.181818181818182,"A",23,9,1.1
"1304",1304,"SPD",0.0721649484536082,0.192307692307692,0.4,8,0.683333333333333,0.559322033898305,0.509803921568628,0.354609929078014,0.272727272727273,"H",1.13,8,21
"1305",1305,"SPD",0.134020618556701,0.153846153846154,0.466666666666667,0.5,0.575,0.423728813559322,0.549019607843137,0.397163120567376,0.227272727272727,"H",2.9,3.3,2.4
"1309",1309,"SPD",0.123711340206186,0.192307692307692,0.2,0.875,0.55,0.338983050847458,0.568627450980392,0.531914893617021,0.378787878787879,"H",2.2,3.3,3.3
"1313",1313,"SPD",0.123711340206186,0.269230769230769,0.466666666666667,0.529411764705882,0.483333333333333,0.389830508474576,0.568627450980392,0.553191489361702,0.484848484848485,"H",2,3.4,3.75
"1315",1315,"SPD",0.154639175257732,0.153846153846154,0.6,0.857142857142857,0.616666666666667,0.372881355932203,0.647058823529412,0.560283687943262,0.757575757575758,"H",1.73,3.5,5
"1316",1316,"SPD",0.237113402061856,0.5,1,0.0909090909090909,0.441666666666667,0.322033898305085,0.450980392156863,0.432624113475177,0.439393939393939,"H",2.3,3.2,3.2
"1317",1317,"SPD",0.123711340206186,0.0384615384615385,0,0.45,0.55,0.322033898305085,0.686274509803922,0.546099290780142,0.363636363636364,"H",2.6,3.2,2.75
"1319",1319,"SPD",0.195876288659794,0.192307692307692,0.133333333333333,1.11111111111111,0.325,0.203389830508475,0.372549019607843,0.822695035460993,0.590909090909091,"A",2,3.2,3.75
"1320",1320,"SPD",0.0515463917525773,0.0384615384615385,0.133333333333333,3.8,0.525,0.254237288135593,0.490196078431373,0.418439716312057,0.454545454545455,"A",1.4,4.5,8
"1328",1328,"SPD",0.144329896907216,0.384615384615385,0.533333333333333,8,0.466666666666667,0.457627118644068,0.450980392156863,0.51063829787234,0.424242424242424,"H",1.06,11,29
"1330",1330,"SPD",0.195876288659794,0.230769230769231,0.266666666666667,1.58333333333333,0.55,0.355932203389831,0.627450980392157,0.702127659574468,0.484848484848485,"A",2.1,3.25,3.4
"1340",1340,"SPD",0.175257731958763,0.0769230769230769,0.266666666666667,0.352941176470588,0.508333333333333,0.355932203389831,0.588235294117647,0.425531914893617,0.303030303030303,"A",3.2,3.2,2.25
"1341",1341,"SPD",0.474226804123711,0.307692307692308,0.866666666666667,0.153846153846154,0.55,0.440677966101695,0.392156862745098,0.617021276595745,0.484848484848485,"A",3.5,3.2,2.1
